Table with column headers in rows 3 and 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2024 Poverty and Median Household Income Estimates - Counties, States, and National
Source: U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program January 2026, Project No. P-7502872 / Approval CBDRB-FY25-0429.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Age 0-17,,,,,,Age 5-17 in Families,,,,,,Median Household Income,,,Age 0-4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
04,021,AZ,Pinal County,"54,250","46,635","61,865",11.0,9.5,12.5,"13,687","10,565","16,809",12.9,10.0,15.8,"9,315","6,723","11,907",11.8,8.5,15.1,"81,817","78,808","84,826",.,.,.,.,.,.
04,023,AZ,Santa Cruz County,"8,774","7,026","10,522",17.4,13.9,20.9,"3,238","2,372","4,104",26.5,19.4,33.6,"2,327","1,603","3,051",24.8,17.1,32.5,"57,125","53,651","60,599",.,.,.,.,.,.
04,025,AZ,Yavapai County,"24,455","20,823","28,087",9.8,8.3,11.3,"4,661","3,084","6,238",12.6,8.3,16.9,"2,741","1,574","3,908",9.9,5.7,14.1,"74,247","70,330","78,164",.,.,.,.,.,.
04,027,AZ,Yuma County,"35,376","29,816","40,936",16.6,14.0,19.2,"12,033","9,466","14,600",23.1,18.2,28.0,"8,585","6,554","10,616",22.4,17.1,27.7,"64,906","60,549","69,263",.,.,.,.,.,.
05,000,AR,Arkansas,"460,261","447,109","473,413",15.3,14.9,15.7,"135,133","127,454","142,812",19.6,18.5,20.7,"95,299","88,389","102,209",18.6,17.3,19.9,"62,146","61,328","62,964","36,159","32,990","39,328",20.7,18.9,22.5
05,001,AR,Arkansas County,"3,165","2,602","3,728",20.0,16.4,23.6,"1,028",761,"1,295",28.1,20.8,35.4,719,517,921,26.7,19.2,34.2,"54,613","48,142","61,084",.,.,.,.,.,.
05,003,AR,Ashley County,"3,390","2,658","4,122",19.0,14.9,23.1,"1,117",784,"1,450",28.0,19.7,36.3,802,531,"1,073",26.8,17.8,35.8,"54,257","49,379","59,135",.,.,.,.,.,.
05,005,AR,Baxter County,"5,945","4,865","7,025",14.0,11.5,16.5,"1,382",978,"1,786",18.9,13.4,24.4,"1,051",723,"1,379",18.9,13.0,24.8,"55,893","50,088","61,698",.,.,.,.,.,.
05,007,AR,Benton County,"26,604","22,714","30,494",8.4,7.2,9.6,"6,876","4,963","8,789",8.8,6.4,11.2,"4,921","3,370","6,472",8.5,5.8,11.2,"92,077","86,458","97,696",.,.,.,.,.,.
05,009,AR,Boone County,"4,501","3,444","5,558",11.8,9.0,14.6,"1,418",907,"1,929",16.7,10.7,22.7,"1,010",589,"1,431",15.7,9.2,22.2,"57,376","52,644","62,108",.,.,.,.,.,.
05,011,AR,Bradley County,"2,017","1,549","2,485",20.6,15.8,25.4,634,420,848,27.3,18.1,36.5,451,272,630,25.5,15.4,35.6,"50,808","45,568","56,048",.,.,.,.,.,.
05,013,AR,Calhoun County,663,499,827,14.6,11.0,18.2,148,97,199,17.4,11.4,23.4,107,64,150,17.4,10.4,24.4,"60,117","53,141","67,093",.,.,.,.,.,.
05,015,AR,Carroll County,"4,719","3,933","5,505",16.4,13.7,19.1,"1,331",959,"1,703",21.8,15.7,27.9,"1,004",706,"1,302",22.2,15.6,28.8,"50,886","46,184","55,588",.,.,.,.,.,.
05,017,AR,Chicot County,"2,383","1,797","2,969",27.9,21.1,34.7,716,464,968,37.5,24.3,50.7,492,284,700,32.4,18.7,46.1,"41,816","38,080","45,552",.,.,.,.,.,.
05,019,AR,Clark County,"3,795","3,085","4,505",20.4,16.6,24.2,933,619,"1,247",21.9,14.5,29.3,652,398,906,21.0,12.8,29.2,"52,380","47,767","56,993",.,.,.,.,.,.
05,021,AR,Clay County,"2,213","1,671","2,755",15.9,12.0,19.8,619,398,840,21.2,13.6,28.8,414,237,591,19.3,11.1,27.5,"53,417","49,595","57,239",.,.,.,.,.,.
05,023,AR,Cleburne County,"3,399","2,675","4,123",13.4,10.5,16.3,933,607,"1,259",19.7,12.8,26.6,633,370,896,17.5,10.2,24.8,"55,796","50,484","61,108",.,.,.,.,.,.
05,025,AR,Cleveland County,"1,021",772,"1,270",14.0,10.6,17.4,297,197,397,19.4,12.9,25.9,208,126,290,17.9,10.9,24.9,"62,279","54,975","69,583",.,.,.,.,.,.
05,027,AR,Columbia County,"4,078","3,175","4,981",20.4,15.9,24.9,"1,200",832,"1,568",26.3,18.3,34.3,821,501,"1,141",24.4,14.9,33.9,"54,388","49,984","58,792",.,.,.,.,.,.
05,029,AR,Conway County,"3,029","2,302","3,756",14.3,10.9,17.7,998,661,"1,335",21.0,13.9,28.1,707,434,980,19.8,12.1,27.5,"63,127","58,291","67,963",.,.,.,.,.,.
05,031,AR,Craighead County,"20,676","18,008","23,344",18.4,16.0,20.8,"6,690","5,259","8,121",23.5,18.5,28.5,"4,589","3,381","5,797",22.0,16.2,27.8,"58,784","54,117","63,451",.,.,.,.,.,.
05,033,AR,Crawford County,"8,671","7,028","10,314",14.1,11.4,16.8,"2,585","1,809","3,361",17.9,12.5,23.3,"1,781","1,148","2,414",16.6,10.7,22.5,"62,606","56,584","68,628",.,.,.,.,.,.
05,035,AR,Crittenden County,"10,329","8,378","12,280",22.5,18.3,26.7,"3,849","2,719","4,979",31.5,22.2,40.8,"2,798","1,928","3,668",30.4,20.9,39.9,"51,600","47,368","55,832",.,.,.,.,.,.
05,037,AR,Cross County,"2,952","2,289","3,615",18.4,14.3,22.5,948,636,"1,260",25.1,16.8,33.4,657,401,913,23.5,14.3,32.7,"54,428","48,200","60,656",.,.,.,.,.,.
05,039,AR,Dallas County,"1,121",853,"1,389",19.3,14.7,23.9,319,209,429,28.3,18.6,38.0,227,137,317,26.5,16.0,37.0,"49,043","43,427","54,659",.,.,.,.,.,.
05,041,AR,Desha County,"2,653","2,089","3,217",25.9,20.4,31.4,895,608,"1,182",36.1,24.5,47.7,603,370,836,31.5,19.3,43.7,"46,736","41,213","52,259",.,.,.,.,.,.
05,043,AR,Drew County,"2,898","2,223","3,573",17.8,13.7,21.9,864,577,"1,151",24.3,16.2,32.4,605,371,839,23.4,14.3,32.5,"55,221","49,121","61,321",.,.,.,.,.,.
05,045,AR,Faulkner County,"15,842","13,192","18,492",12.5,10.4,14.6,"4,050","3,005","5,095",14.1,10.5,17.7,"2,694","1,843","3,545",12.6,8.6,16.6,"72,916","66,848","78,984",.,.,.,.,.,.
05,047,AR,Franklin County,"2,375","1,804","2,946",13.7,10.4,17.0,699,454,944,18.2,11.8,24.6,490,288,692,17.1,10.0,24.2,"64,353","58,794","69,912",.,.,.,.,.,.
05,049,AR,Fulton County,"2,012","1,547","2,477",16.3,12.5,20.1,636,403,869,24.4,15.5,33.3,408,219,597,20.5,11.0,30.0,"49,193","43,625","54,761",.,.,.,.,.,.
05,051,AR,Garland County,"13,928","11,319","16,537",14.2,11.5,16.9,"3,857","2,653","5,061",20.3,13.9,26.7,"2,674","1,695","3,653",19.0,12.0,26.0,"59,915","55,244","64,586",.,.,.,.,.,.
05,053,AR,Grant County,"2,488","2,079","2,897",13.5,11.3,15.7,573,402,744,14.3,10.0,18.6,376,234,518,12.3,7.6,17.0,"58,363","53,038","63,688",.,.,.,.,.,.
05,055,AR,Greene County,"6,499","5,267","7,731",14.1,11.4,16.8,"1,688","1,113","2,263",15.7,10.3,21.1,"1,074",589,"1,559",13.5,7.4,19.6,"61,949","56,663","67,235",.,.,.,.,.,.
05,057,AR,Hempstead County,"3,645","2,820","4,470",19.3,14.9,23.7,"1,268",849,"1,687",27.1,18.1,36.1,881,539,"1,223",25.2,15.4,35.0,"48,739","43,852","53,626",.,.,.,.,.,.
05,059,AR,Hot Spring County,"4,728","3,674","5,782",15.4,12.0,18.8,"1,192",778,"1,606",19.2,12.5,25.9,806,466,"1,146",17.4,10.1,24.7,"58,401","52,772","64,030",.,.,.,.,.,.
05,061,AR,Howard County,"2,250","1,810","2,690",18.5,14.9,22.1,747,523,971,24.1,16.9,31.3,501,315,687,21.8,13.7,29.9,"50,330","44,457","56,203",.,.,.,.,.,.
05,063,AR,Independence County,"6,297","5,306","7,288",17.0,14.3,19.7,"1,649","1,156","2,142",18.7,13.1,24.3,"1,171",768,"1,574",17.8,11.7,23.9,"56,616","51,129","62,103",.,.,.,.,.,.
05,065,AR,Izard County,"2,772","2,243","3,301",21.3,17.2,25.4,585,396,774,23.9,16.2,31.6,415,255,575,22.7,14.0,31.4,"47,992","43,975","52,009",.,.,.,.,.,.
05,067,AR,Jackson County,"3,565","2,915","4,215",25.1,20.5,29.7,"1,099",835,"1,363",34.0,25.8,42.2,753,534,972,31.2,22.1,40.3,"47,377","43,405","51,349",.,.,.,.,.,.
05,069,AR,Jefferson County,"12,879","10,304","15,454",22.3,17.8,26.8,"3,820","2,655","4,985",28.7,19.9,37.5,"2,726","1,813","3,639",28.0,18.6,37.4,"51,205","47,117","55,293",.,.,.,.,.,.
05,071,AR,Johnson County,"4,832","4,021","5,643",18.8,15.6,22.0,"1,371","1,000","1,742",22.5,16.4,28.6,987,683,"1,291",21.5,14.9,28.1,"52,979","47,806","58,152",.,.,.,.,.,.
05,073,AR,Lafayette County,"1,213",922,"1,504",20.4,15.5,25.3,317,211,423,29.3,19.5,39.1,232,145,319,28.2,17.6,38.8,"47,835","42,658","53,012",.,.,.,.,.,.
05,075,AR,Lawrence County,"3,360","2,750","3,970",21.2,17.3,25.1,949,647,"1,251",26.7,18.2,35.2,693,444,942,26.1,16.7,35.5,"51,374","45,453","57,295",.,.,.,.,.,.
05,077,AR,Lee County,"2,633","2,044","3,222",41.3,32.1,50.5,652,450,854,46.6,32.1,61.1,488,327,649,49.7,33.3,66.1,"38,287","33,716","42,858",.,.,.,.,.,.
05,079,AR,Lincoln County,"2,279","1,676","2,882",25.8,19.0,32.6,454,296,612,23.4,15.3,31.5,327,198,456,22.3,13.5,31.1,"54,158","48,254","60,062",.,.,.,.,.,.
05,081,AR,Little River County,"1,871","1,440","2,302",16.3,12.5,20.1,566,375,757,23.4,15.5,31.3,416,261,571,23.0,14.4,31.6,"54,364","48,481","60,247",.,.,.,.,.,.
05,083,AR,Logan County,"3,257","2,588","3,926",15.4,12.2,18.6,918,606,"1,230",20.0,13.2,26.8,673,413,933,20.0,12.3,27.7,"55,845","50,659","61,031",.,.,.,.,.,.
05,085,AR,Lonoke County,"7,575","6,036","9,114",10.0,8.0,12.0,"2,171","1,516","2,826",12.0,8.4,15.6,"1,597","1,060","2,134",11.6,7.7,15.5,"75,131","67,866","82,396",.,.,.,.,.,.
05,087,AR,Madison County,"2,288","1,708","2,868",12.9,9.6,16.2,718,459,977,17.6,11.3,23.9,512,299,725,16.9,9.9,23.9,"59,646","53,937","65,355",.,.,.,.,.,.
05,089,AR,Marion County,"2,854","2,234","3,474",16.4,12.8,20.0,813,543,"1,083",25.8,17.3,34.3,586,363,809,24.2,15.0,33.4,"48,458","43,383","53,533",.,.,.,.,.,.
05,091,AR,Miller County,"8,619","7,264","9,974",21.3,18.0,24.6,"3,034","2,433","3,635",32.6,26.2,39.0,"2,218","1,777","2,659",31.0,24.9,37.1,"53,529","47,895","59,163",.,.,.,.,.,.
05,093,AR,Mississippi County,"7,405","5,725","9,085",20.0,15.5,24.5,"2,648","1,696","3,600",27.7,17.7,37.7,"1,684",932,"2,436",24.0,13.3,34.7,"52,924","48,126","57,722",.,.,.,.,.,.
05,095,AR,Monroe County,"1,442","1,067","1,817",22.8,16.9,28.7,558,359,757,36.9,23.8,50.0,390,229,551,36.3,21.4,51.2,"43,257","38,079","48,435",.,.,.,.,.,.
05,097,AR,Montgomery County,"1,666","1,333","1,999",19.8,15.8,23.8,428,294,562,28.1,19.3,36.9,303,192,414,26.5,16.8,36.2,"51,291","45,263","57,319",.,.,.,.,.,.
05,099,AR,Nevada County,"1,673","1,261","2,085",21.4,16.1,26.7,525,349,701,30.7,20.4,41.0,376,232,520,28.4,17.5,39.3,"64,143","62,272","66,014",.,.,.,.,.,.
05,101,AR,Newton County,"1,341","1,050","1,632",19.3,15.1,23.5,331,218,444,26.5,17.5,35.5,228,134,322,24.2,14.2,34.2,"49,184","43,700","54,668",.,.,.,.,.,.
05,103,AR,Ouachita County,"3,747","2,923","4,571",17.6,13.7,21.5,"1,165",785,"1,545",24.8,16.7,32.9,807,508,"1,106",23.0,14.5,31.5,"55,644","49,275","62,013",.,.,.,.,.,.
05,105,AR,Perry County,"1,503","1,164","1,842",14.8,11.5,18.1,447,295,599,20.3,13.4,27.2,323,196,450,19.1,11.6,26.6,"59,602","52,422","66,782",.,.,.,.,.,.
05,107,AR,Phillips County,"5,195","4,226","6,164",35.8,29.1,42.5,"1,944","1,451","2,437",54.0,40.3,67.7,"1,538","1,148","1,928",58.2,43.4,73.0,"38,969","34,263","43,675",.,.,.,.,.,.
05,109,AR,Pike County,"1,805","1,422","2,188",18.4,14.5,22.3,556,378,734,26.2,17.8,34.6,396,249,543,25.0,15.7,34.3,"52,643","46,794","58,492",.,.,.,.,.,.
05,111,AR,Poinsett County,"4,843","3,900","5,786",22.1,17.8,26.4,"1,673","1,201","2,145",31.3,22.4,40.2,"1,208",829,"1,587",31.1,21.3,40.9,"52,688","47,103","58,273",.,.,.,.,.,.
05,113,AR,Polk County,"3,420","2,720","4,120",17.7,14.1,21.3,976,628,"1,324",23.1,14.9,31.3,702,411,993,22.2,13.0,31.4,"47,544","42,671","52,417",.,.,.,.,.,.
05,115,AR,Pope County,"10,530","9,140","11,920",16.9,14.7,19.1,"3,238","2,650","3,826",22.3,18.3,26.3,"2,397","1,916","2,878",22.0,17.6,26.4,"61,509","56,605","66,413",.,.,.,.,.,.
05,117,AR,Prairie County,"1,237",951,"1,523",15.9,12.2,19.6,369,245,493,22.2,14.8,29.6,266,164,368,21.0,12.9,29.1,"57,689","50,812","64,566",.,.,.,.,.,.
05,119,AR,Pulaski County,"62,757","55,720","69,794",16.0,14.2,17.8,"18,815","15,001","22,629",20.8,16.6,25.0,"13,562","10,502","16,622",20.4,15.8,25.0,"66,706","64,043","69,369",.,.,.,.,.,.
05,121,AR,Randolph County,"3,377","2,750","4,004",18.1,14.7,21.5,"1,109",802,"1,416",24.0,17.3,30.7,797,543,"1,051",23.8,16.2,31.4,"54,352","48,370","60,334",.,.,.,.,.,.
05,123,AR,St. Francis County,"5,646","4,412","6,880",30.6,23.9,37.3,"1,808","1,235","2,381",40.4,27.6,53.2,"1,246",761,"1,731",38.5,23.5,53.5,"44,215","39,065","49,365",.,.,.,.,.,.
05,125,AR,Saline County,"12,737","10,748","14,726",9.8,8.3,11.3,"3,370","2,442","4,298",11.4,8.3,14.5,"2,412","1,676","3,148",10.7,7.4,14.0,"80,628","74,378","86,878",.,.,.,.,.,.
05,127,AR,Scott County,"1,966","1,566","2,366",20.3,16.2,24.4,581,385,777,26.3,17.4,35.2,408,253,563,25.5,15.8,35.2,"48,770","43,079","54,461",.,.,.,.,.,.
05,129,AR,Searcy County,"1,629","1,260","1,998",21.0,16.2,25.8,506,342,670,31.3,21.2,41.4,371,234,508,30.2,19.0,41.4,"41,124","36,578","45,670",.,.,.,.,.,.
05,131,AR,Sebastian County,"16,520","13,469","19,571",12.9,10.5,15.3,"4,870","3,231","6,509",16.3,10.8,21.8,"3,508","2,213","4,803",16.0,10.1,21.9,"62,153","57,389","66,917",.,.,.,.,.,.
05,133,AR,Sevier County,"2,438","1,812","3,064",15.6,11.6,19.6,982,637,"1,327",22.9,14.8,31.0,651,369,933,19.9,11.3,28.5,"55,565","49,043","62,087",.,.,.,.,.,.
05,135,AR,Sharp County,"3,388","2,742","4,034",18.9,15.3,22.5,878,585,"1,171",24.6,16.4,32.8,647,404,890,24.1,15.1,33.1,"48,226","43,108","53,344",.,.,.,.,.,.
05,137,AR,Stone County,"2,238","1,698","2,778",17.7,13.4,22.0,646,426,866,26.8,17.7,35.9,467,277,657,25.8,15.3,36.3,"48,912","44,047","53,777",.,.,.,.,.,.
05,139,AR,Union County,"6,114","4,848","7,380",16.8,13.3,20.3,"1,841","1,216","2,466",21.3,14.1,28.5,"1,249",731,"1,767",19.1,11.2,27.0,"58,585","52,671","64,499",.,.,.,.,.,.
05,141,AR,Van Buren County,"2,682","2,123","3,241",16.7,13.2,20.2,719,498,940,24.5,17.0,32.0,495,303,687,21.9,13.4,30.4,"52,814","46,886","58,742",.,.,.,.,.,.
05,143,AR,Washington County,"34,730","30,191","39,269",13.5,11.7,15.3,"9,380","7,225","11,535",15.7,12.1,19.3,"6,276","4,600","7,952",14.4,10.6,18.2,"74,040","69,426","78,654",.,.,.,.,.,.
05,145,AR,White County,"13,333","11,319","15,347",17.4,14.8,20.0,"3,636","2,803","4,469",20.7,16.0,25.4,"2,555","1,872","3,238",19.4,14.2,24.6,"57,435","52,060","62,810",.,.,.,.,.,.
05,147,AR,Woodruff County,"1,457","1,154","1,760",25.6,20.3,30.9,438,288,588,34.8,22.9,46.7,306,187,425,32.3,19.7,44.9,"46,571","41,012","52,130",.,.,.,.,.,.
05,149,AR,Yell County,"3,158","2,507","3,809",15.9,12.6,19.2,"1,092",772,"1,412",23.1,16.3,29.9,781,525,"1,037",22.9,15.4,30.4,"54,318","48,447","60,189",.,.,.,.,.,.
06,000,CA,California,"4,579,429","4,527,014","4,631,844",11.8,11.7,11.9,"1,210,041","1,179,294","1,240,788",14.6,14.2,15.0,"881,403","854,292","908,514",14.2,13.8,14.6,"100,130","99,750","100,510","296,490","282,025","310,955",14.7,14.0,15.4
06,001,CA,Alameda County,"142,324","130,410","154,238",8.8,8.1,9.5,"24,998","19,695","30,301",8.0,6.3,9.7,"16,854","12,589","21,119",7.3,5.4,9.2,"128,031","124,696","131,366",.,.,.,.,.,.
06,003,CA,Alpine County,173,130,216,15.8,11.8,19.8,44,30,58,26.2,17.6,34.8,30,19,41,23.8,14.9,32.7,"74,440","65,383","83,497",.,.,.,.,.,.
06,005,CA,Amador County,"4,082","3,122","5,042",10.8,8.3,13.3,831,565,"1,097",12.9,8.8,17.0,577,361,793,12.2,7.7,16.7,"85,625","78,787","92,463",.,.,.,.,.,.
06,007,CA,Butte County,"38,330","34,520","42,140",18.7,16.8,20.6,"8,519","6,811","10,227",20.7,16.5,24.9,"5,450","4,007","6,893",17.6,12.9,22.3,"65,143","61,668","68,618",.,.,.,.,.,.
06,009,CA,Calaveras County,"5,302","4,082","6,522",11.5,8.9,14.1,"1,136",753,"1,519",14.4,9.6,19.2,811,504,"1,118",13.7,8.5,18.9,"79,852","71,190","88,514",.,.,.,.,.,.
06,011,CA,Colusa County,"2,988","2,432","3,544",13.6,11.1,16.1,883,626,"1,140",15.3,10.9,19.7,653,450,856,14.9,10.3,19.5,"69,149","61,521","76,777",.,.,.,.,.,.
06,013,CA,Contra Costa County,"99,140","87,724","110,556",8.5,7.5,9.5,"23,903","19,540","28,266",9.6,7.8,11.4,"17,612","14,236","20,988",9.4,7.6,11.2,"126,787","123,762","129,812",.,.,.,.,.,.
06,015,CA,Del Norte County,"4,879","3,865","5,893",19.9,15.8,24.0,"1,353",969,"1,737",25.2,18.0,32.4,934,615,"1,253",23.0,15.1,30.9,"58,773","52,223","65,323",.,.,.,.,.,.
06,017,CA,El Dorado County,"15,224","12,677","17,771",7.9,6.6,9.2,"2,896","2,098","3,694",8.0,5.8,10.2,"2,135","1,505","2,765",7.6,5.4,9.8,"107,289","100,197","114,381",.,.,.,.,.,.
06,019,CA,Fresno County,"183,233","170,377","196,089",18.2,16.9,19.5,"69,750","63,515","75,985",25.5,23.2,27.8,"50,322","45,125","55,519",24.5,22.0,27.0,"74,244","71,384","77,104",.,.,.,.,.,.
06,021,CA,Glenn County,"4,362","3,526","5,198",15.5,12.5,18.5,"1,523","1,145","1,901",20.9,15.7,26.1,"1,103",800,"1,406",20.1,14.6,25.6,"66,061","58,986","73,136",.,.,.,.,.,.
06,023,CA,Humboldt County,"23,414","20,140","26,688",18.0,15.5,20.5,"4,170","2,924","5,416",17.7,12.4,23.0,"2,978","1,971","3,985",16.9,11.2,22.6,"58,960","55,467","62,453",.,.,.,.,.,.
06,025,CA,Imperial County,"32,679","28,312","37,046",18.8,16.3,21.3,"12,554","10,163","14,945",25.1,20.3,29.9,"9,050","7,172","10,928",23.8,18.9,28.7,"60,477","57,095","63,859",.,.,.,.,.,.
06,027,CA,Inyo County,"2,036","1,583","2,489",11.2,8.7,13.7,529,357,701,14.8,10.0,19.6,381,244,518,13.9,8.9,18.9,"73,402","66,438","80,366",.,.,.,.,.,.
06,029,CA,Kern County,"168,192","158,170","178,214",18.6,17.5,19.7,"62,053","56,417","67,689",24.5,22.3,26.7,"46,290","41,847","50,733",24.0,21.7,26.3,"71,295","69,375","73,215",.,.,.,.,.,.
06,031,CA,Kings County,"20,054","16,017","24,091",14.4,11.5,17.3,"6,957","4,988","8,926",17.3,12.4,22.2,"5,138","3,568","6,708",17.3,12.0,22.6,"71,731","66,916","76,546",.,.,.,.,.,.
06,033,CA,Lake County,"13,225","11,065","15,385",19.7,16.5,22.9,"3,800","2,931","4,669",26.3,20.3,32.3,"2,936","2,243","3,629",27.0,20.6,33.4,"55,489","49,867","61,111",.,.,.,.,.,.
06,035,CA,Lassen County,"3,975","3,157","4,793",17.2,13.7,20.7,895,661,"1,129",17.1,12.6,21.6,624,430,818,16.1,11.1,21.1,"68,185","62,359","74,011",.,.,.,.,.,.
06,037,CA,Los Angeles County,"1,275,042","1,235,370","1,314,714",13.3,12.9,13.7,"315,526","297,108","333,944",16.5,15.5,17.5,"234,272","220,172","248,372",16.2,15.2,17.2,"90,757","90,046","91,468",.,.,.,.,.,.
06,039,CA,Madera County,"28,069","23,941","32,197",17.7,15.1,20.3,"11,196","9,203","13,189",26.0,21.4,30.6,"8,089","6,492","9,686",25.0,20.1,29.9,"71,161","66,984","75,338",.,.,.,.,.,.
06,041,CA,Marin County,"24,744","21,572","27,916",9.9,8.6,11.2,"4,541","3,713","5,369",9.6,7.8,11.4,"3,457","2,836","4,078",9.5,7.8,11.2,"145,395","136,274","154,516",.,.,.,.,.,.
06,043,CA,Mariposa County,"2,544","1,997","3,091",15.1,11.9,18.3,568,382,754,19.6,13.2,26.0,415,259,571,18.9,11.8,26.0,"68,424","61,041","75,807",.,.,.,.,.,.
06,045,CA,Mendocino County,"11,834","9,655","14,013",13.4,10.9,15.9,"3,026","1,947","4,105",16.9,10.9,22.9,"2,137","1,254","3,020",15.8,9.3,22.3,"67,303","61,166","73,440",.,.,.,.,.,.
06,047,CA,Merced County,"53,243","47,303","59,183",18.4,16.3,20.5,"19,483","16,536","22,430",24.0,20.4,27.6,"14,412","12,113","16,711",23.3,19.6,27.0,"65,325","62,222","68,428",.,.,.,.,.,.
06,049,CA,Modoc County,"1,435","1,062","1,808",17.1,12.6,21.6,393,267,519,25.6,17.3,33.9,285,181,389,24.1,15.3,32.9,"57,390","50,698","64,082",.,.,.,.,.,.
06,051,CA,Mono County,"1,261",940,"1,582",9.8,7.3,12.3,242,164,320,10.8,7.3,14.3,171,109,233,10.2,6.5,13.9,"91,667","82,098","101,236",.,.,.,.,.,.
06,053,CA,Monterey County,"57,594","50,099","65,089",13.7,11.9,15.5,"19,290","15,621","22,959",18.0,14.6,21.4,"12,546","9,546","15,546",15.7,11.9,19.5,"91,761","88,096","95,426",.,.,.,.,.,.
06,055,CA,Napa County,"10,112","7,937","12,287",7.8,6.1,9.5,"2,011","1,364","2,658",8.3,5.6,11.0,"1,398",887,"1,909",7.5,4.7,10.3,"116,139","109,974","122,304",.,.,.,.,.,.
06,057,CA,Nevada County,"9,710","7,705","11,715",9.6,7.6,11.6,"2,101","1,440","2,762",12.6,8.6,16.6,"1,530",988,"2,072",12.0,7.8,16.2,"98,873","93,296","104,450",.,.,.,.,.,.
06,059,CA,Orange County,"303,988","283,510","324,466",9.7,9.0,10.4,"71,924","62,793","81,055",11.4,10.0,12.8,"52,908","46,432","59,384",11.1,9.7,12.5,"114,858","112,952","116,764",.,.,.,.,.,.
06,061,CA,Placer County,"29,451","25,547","33,355",6.8,5.9,7.7,"5,709","4,314","7,104",6.3,4.8,7.8,"3,909","2,764","5,054",5.5,3.9,7.1,"115,845","110,256","121,434",.,.,.,.,.,.
06,063,CA,Plumas County,"2,426","1,871","2,981",13.0,10.0,16.0,543,367,719,17.8,12.0,23.6,394,252,536,16.6,10.6,22.6,"72,068","64,045","80,091",.,.,.,.,.,.
06,065,CA,Riverside County,"243,691","222,835","264,547",9.8,9.0,10.6,"65,516","54,542","76,490",11.3,9.4,13.2,"46,539","38,037","55,041",10.6,8.7,12.5,"92,611","90,650","94,572",.,.,.,.,.,.
06,067,CA,Sacramento County,"191,299","178,075","204,523",12.0,11.2,12.8,"56,067","48,839","63,295",15.8,13.8,17.8,"40,532","34,868","46,196",15.4,13.3,17.5,"93,331","90,764","95,898",.,.,.,.,.,.
06,069,CA,San Benito County,"5,952","4,582","7,322",8.7,6.7,10.7,"1,715","1,193","2,237",10.2,7.1,13.3,"1,275",858,"1,692",10.1,6.8,13.4,"109,002","100,761","117,243",.,.,.,.,.,.
06,071,CA,San Bernardino County,"274,258","253,795","294,721",12.6,11.7,13.5,"89,283","78,844","99,722",16.6,14.7,18.5,"67,908","60,330","75,486",16.7,14.8,18.6,"87,665","85,790","89,540",.,.,.,.,.,.
06,073,CA,San Diego County,"322,284","300,342","344,226",10.1,9.4,10.8,"73,859","63,573","84,145",11.2,9.6,12.8,"52,545","44,944","60,146",10.8,9.2,12.4,"108,754","107,258","110,250",.,.,.,.,.,.
06,075,CA,San Francisco County,"91,949","85,141","98,757",11.3,10.5,12.1,"10,717","7,727","13,707",9.8,7.1,12.5,"7,720","5,404","10,036",10.1,7.1,13.1,"137,184","132,228","142,140",.,.,.,.,.,.
06,077,CA,San Joaquin County,"104,115","93,401","114,829",12.9,11.6,14.2,"34,584","29,493","39,675",17.0,14.5,19.5,"24,633","20,878","28,388",16.0,13.6,18.4,"91,854","89,073","94,635",.,.,.,.,.,.
06,079,CA,San Luis Obispo County,"33,720","29,864","37,576",12.6,11.2,14.0,"5,420","4,130","6,710",11.4,8.7,14.1,"3,811","2,793","4,829",10.7,7.8,13.6,"99,646","96,532","102,760",.,.,.,.,.,.
06,081,CA,San Mateo County,"52,678","46,423","58,933",7.2,6.4,8.0,"10,026","7,850","12,202",7.3,5.7,8.9,"6,789","5,052","8,526",6.7,5.0,8.4,"158,569","153,226","163,912",.,.,.,.,.,.
06,083,CA,Santa Barbara County,"66,968","61,328","72,608",15.7,14.4,17.0,"18,316","15,655","20,977",19.1,16.3,21.9,"12,153","10,284","14,022",17.4,14.7,20.1,"94,572","91,031","98,113",.,.,.,.,.,.
06,085,CA,Santa Clara County,"133,555","122,574","144,536",7.1,6.5,7.7,"24,627","20,063","29,191",6.7,5.5,7.9,"18,391","15,152","21,630",6.7,5.5,7.9,"166,984","163,157","170,811",.,.,.,.,.,.
