Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source
4/19/23,BorgWarner,BorgWarner,Gigafactory 2,Expansion 1,Hazel Park,MI,Batteries,Modules; Packs,Canceled,,No Evidence,"$10,600,000",94,MI11,No Evidence,$0,None,https://www.borgwarner.com/newsroom/press-releases/2023/04/19/borgwarner-announces-plan-to-invest-20-million-in-michigan-facilities-create-186-jobs
4/19/23,BorgWarner,BorgWarner,Seneca Battery Plant,Original,Seneca,SC,Batteries,Modules,Planned,2024,No Evidence,"$42,000,000",122,SC03,No Evidence,$0,None,https://www.borgwarner.com/newsroom/press-releases/2023/04/19/borgwarner-to-expand-south-carolina-facility-add-3gwh-battery-pack-production-with-42-million-investment
4/18/23,6K,6K,PlusCAM Plant,Original,Jackson,TN,Minerals,Cathode Materials,Planned,2024,No Evidence,"$166,000,000",230,TN08,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://tnecd.com/news/governor-lee-commissioner-mcwhorter-announce-6k-energy-to-establish-battery-material-manufacturing-plant-in-jackson/
4/12/23,Element 25 Limited,Element 25,Element 25 Manganese Processing Facility,Original,,LA,Minerals,Manganese,Planned,2026,No Evidence,"$480,000,000",,,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.opportunitylouisiana.gov/led-news/news-releases/news/2023/04/12/element-25-proposes-ev-battery-materials-facility-in-ascension-parish
4/11/23,Korea Movenex,Seohan Auto,Liberty Manufacturing Facility,Original,Midway,GA,Parts,Electric Axles,Planned,2024,No Evidence,"$72,000,000",180,GA01,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2023-04-11/gov-kemp-seohan-auto-georgia-announces-180-new-jobs-liberty-county
4/4/23,EnerG2,Group14,BAM-2 Factory,Original,Moses Lake,WA,Minerals,Anode Materials,Under Construction,2024,No Evidence,"$322,936,774",225,WA04,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.prnewswire.com/news-releases/group14-technologies-begins-construction-of-the-worlds-largest-commercial-factory-for-advanced-silicon-battery-materials-301788910.html
3/30/23,EVelution Energy,EVelution Energy,Cobalt Processing Facility,Original,Tacna,AZ,Minerals,Cobalt,Planned,2026,No Evidence,"$200,000,000",60,,No Evidence,$0,None,https://www.thecentersquare.com/arizona/article_55999642-cf29-11ed-820b-f3edb3079f47.html?eType=EmailBlastContent&eId=4f338a2b-e1ab-4062-a11e-e78575d081fc
3/30/23,Microvast,Microvast,Commerce Park II Facility,Original,Hopkinsville,KY,Batteries,Separators,Canceled,2025,No Evidence,"$252,000,000",281,KY01,No Evidence,$0,None,https://www.reuters.com/business/microvast-go-ahead-with-more-than-300-mln-battery-investment-tennessee-2023-06-20/
3/24/23,LG Corporation,LG Energy Solution,LG Energy Solution Arizona,Expansion 1,Queen Creek,AZ,Batteries,Cells,Under Construction,2025,No Evidence,"$1,800,000,000",,AZ05,No Evidence,$0,None,https://inside.lgensol.com/en/2023/03/lg-energy-solution-to-invest-krw-7-2-trillion-to-build-battery-manufacturing-complex-in-arizona-step-up-ev-and-ess-battery-production-in-north-america/
3/22/23,Albemarle,Albemarle,Mega-Flex Processing Facility,Original,Richburg,SC,Minerals,Lithium,Operational,,No Evidence,"$1,300,000,000",300,SC05,No Evidence,$0,None,https://investors.albemarle.com/news-and-events/news/news-details/2023/Albemarle-Corporation-Announces-New-U.S.-Lithium-Mega-Flex-Processing-Facility-in-South-Carolina/default.aspx
3/22/23,Cirba Solutions,Cirba Solutions,Columbia Battery Recycling Facility,Original,Columbia,SC,Battery Recycling,Recycling,Planned,2024,No Evidence,"$323,000,000",310,SC06,No Evidence,"$200,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.cirbasolutions.com/world-class-ev-battery-materials-facility-in-south-carolina/
3/22/23,Concept Metals,Concept Metals,Spring Lake Manufacturing Facility,Original,Spring Lake,MI,Batteries,Battery Enclosures,Planned,,No Evidence,"$15,500,000",25,MI03,No Evidence,$0,None,https://www.wzzm13.com/article/news/local/company-invests-millions-in-electric-vehicle-production/69-76273e5a-5074-4719-ba42-23180cf49cf0
3/22/23,ENTEK,ENTEK,Terre Haute Battery Plant,Original,Terre Haute,IN,Batteries,Separators,Under Construction,2025,No Evidence,"$1,541,280,144",635,IN08,No Evidence,"$1,541,280,144",Qualifying Advanced Energy Project Credit (48C); Loan Programs Office (LPO),https://entek.com/news/posts/entek-announces-location-of-first-lithium-battery-separator-plant-in-indiana-to-power-growing-domestic-electric-vehicle-market/
3/22/23,Hanwha,Hanwha,Opelika Manufacturing Facility,Expansion 1,Opelika,AL,Batteries,Battery Enclosures,Planned,,No Evidence,"$20,300,000",50,AL03,No Evidence,$0,None,https://opelikaobserver.com/hanwha-advanced-materials-america-llc-announces-expansion/
3/15/23,Green Li-ion,Green Li-ion,Oklahoma Recycling Facility,Original,Atoka,OK,Battery Recycling,Remanufacturing,Operational,2023,No Evidence,,,OK02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/green-li-ion-secures-usd20-5-million-in-pre-series-b-funding-to-scale-lithium-ion-battery-recycling-technology-globally-301773069.html
3/8/23,Workhorse,Workhorse,Workhorse Ranch,Original,Union City,IN,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2023,No Evidence,,,IN03,No Evidence,$0,None,http://workhorse.com/
3/7/23,American Lithium Energy,American Lithium Energy,ALE HQ and Manufacturing Facility,Expansion 1,Carlsbad,CA,Batteries,Cells,Operational,2024,No Evidence,,75,CA49,No Evidence,$0,None,https://www.americanlithiumenergy.com/about-1
3/6/23,Amprius,Amprius,Brighton Facility,Original,Brighton,CO,Batteries,Cells,Canceled,2025,No Evidence,"$95,000,000",166,CO08,No Evidence,$0,None,https://www.colorado.gov/governor/news/9681-polis-administration-announces-amprius-technologies-inc-chooses-brighton-colorado-new
3/3/23,ACE Green Recycling,ACE Green Recycling,LIB Recycling Facility (JV),Original,,TX,Battery Recycling,Recycling,Planned,,No Evidence,,,,No Evidence,$0,None,https://www.prnewswire.com/news-releases/green-giant-energy-texas-and-ace-green-recycling-plan-to-develop-lithium-ion-recycling-facility-in-texas-301760964.html
3/3/23,Green Giant Energy,Green Giant Energy,LIB Recycling Facility (JV),Original,,TX,Battery Recycling,Recycling,Planned,,No Evidence,"$3,000,000",,,No Evidence,$0,None,https://www.prnewswire.com/news-releases/green-giant-energy-texas-and-ace-green-recycling-plan-to-develop-lithium-ion-recycling-facility-in-texas-301760964.html
3/3/23,Volkswagen Group,Scout Motors,Blythewood Facility,Original,Columbia,SC,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,No Evidence,"$2,000,000,000","4,000",SC02,No Evidence,$0,None,https://governor.sc.gov/news/2023-03/scout-motors-selects-south-carolina-production-site-plans-create-4000-jobs
3/2/23,Magnis Energy Technologies,Imperium3NY,Huron Campus Gigafactory,Expansion 1,Endicott,NY,Batteries,Cells,Canceled,2025,No Evidence,"$600,000,000","1,300",NY19,No Evidence,$0,None,https://www.binghamtonhomepage.com/news/im3ny-seeks-700-million-loan-from-feds/
3/1/23,Smartville,Smartville,Smartville Carlsbad,Original,Carlsbad,CA,Battery Recycling,Remanufacturing,Operational,2025,No Evidence,"$12,019,480",17,CA49,No Evidence,"$5,999,525",Electric Drive Vehicle Battery Recycling and Second Life Applications,https://www.energy.gov/sites/default/files/2022-11/Recycling%20and%20Second-Use%20Selections%20Factsheets%2011-16.pdf
2/28/23,Kempower,Kempower,Durham Facility,Update,Durham,NC,EV Charging,Charging Units,Operational,2024,No Evidence,,301,NC04,No Evidence,$0,None,https://wraltechwire.com/2023/02/28/ev-charger-manufacturer-doubles-jobs-commitment-in-durham-now-601/
2/28/23,Stellantis,Stellantis,Indiana Transmission Plant,Original,Kokomo,IN,Parts,EV Drive Units,Planned,2024,Good Evidence,"$51,650,000",88,IN05,No Evidence,$0,Domestic Manufacturing Conversion Grant Program,https://www.stellantis.com/en/news/press-releases/2023/february/stellantis-announces-155-million-investment-in-three-indiana-plants-to-support-north-american-electrification-goals
2/28/23,Stellantis,Stellantis,Kokomo Casting Plant,Original,Kokomo,IN,Parts,EV Drive Units,Planned,2024,Good Evidence,"$51,700,000",89,IN05,No Evidence,$0,None,https://www.stellantis.com/en/news/press-releases/2023/february/stellantis-announces-155-million-investment-in-three-indiana-plants-to-support-north-american-electrification-goals
2/28/23,Stellantis,Stellantis,Kokomo Transmission Plant,Original,Kokomo,IN,Parts,EV Drive Units,Planned,2024,Good Evidence,"$51,650,000",88,IN05,No Evidence,$0,None,https://www.stellantis.com/en/news/press-releases/2023/february/stellantis-announces-155-million-investment-in-three-indiana-plants-to-support-north-american-electrification-goals
2/27/23,Dongwha Electrolytes,Dongwha Electrolytes,Dongwha Battery Facility,Original,Clarksville,TN,Batteries,Electrolytes and Electrolyte Inputs,Planned,,No Evidence,"$70,000,000",68,TN07,No Evidence,$0,None,https://clarksvillenow.com/local/ev-battery-supplier-dongwha-electrolyte-to-open-70-million-plant-in-clarksville/
2/27/23,Li-Cycle,Li-Cycle,Rochester Hub,Update,Rochester,NY,Battery Recycling,Recycling,Canceled,2023,No Evidence,,,NY25,No Evidence,,Loan Programs Office (LPO),https://investors.li-cycle.com/news/news-details/2023/Li-Cycle-Receives-Conditional-Commitment-for-375-Million-Loan-from-the-U.S.-Department-of-Energy-ATVM-Program/default.aspx
2/22/23,Cirba Solutions,Cirba Solutions,Lancaster Recycling Plant,Original,Lancaster,OH,Battery Recycling,Remanufacturing; Lithium Carbonate,Operational,2024,No Evidence,"$200,000,000",150,OH12,No Evidence,"$74,999,925",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.canarymedia.com/articles/batteries/this-ev-battery-recycling-plant-in-ohio-is-planning-a-huge-expansion
2/22/23,Cirba Solutions,Cirba Solutions,Lancaster Recycling Plant,Update,Lancaster,OH,Battery Recycling,Remanufacturing; Lithium Carbonate,Operational,2024,No Evidence,"$50,000,000",,OH12,No Evidence,"$7,424,242",Electric Drive Vehicle Battery Recycling and Second Life Applications,https://www.10tv.com/article/news/local/cirba-solutions-battery-recycling-expansion-lancaster/530-549bcfc2-b376-4e80-aab2-0a1877ea4c67
2/20/23,Ecobat,Ecobat,Ecobat Casa Grande Facility,Original,Casa Grande,AZ,Battery Recycling,Recycling,Operational,2023,No Evidence,,60,AZ06,No Evidence,$0,None,https://ecobat.com/2023/02/ecobat-to-build-new-lithium-ion-battery-recycling-facility-in-arizona/
2/17/23,Geely,Volvo Cars,South Carolina Car Factory,Update,Ridgeville,SC,Batteries,Packs,Operational,2023,No Evidence,,650,SC01,No Evidence,$0,None,https://charlestonbusiness.com/volvo-looks-to-add-1300-jobs-for-fully-electric-suv-to-be-built-in-ridgeville/
2/17/23,Geely,Volvo Cars,South Carolina Car Factory,Update,Ridgeville,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,,650,SC01,No Evidence,$0,None,https://charlestonbusiness.com/volvo-looks-to-add-1300-jobs-for-fully-electric-suv-to-be-built-in-ridgeville/
2/15/23,Blink Charging,Blink Charging,SemaConnect Manufacturing Facility,Expansion 1,Bowie,MD,EV Charging,Charging Units,Operational,2024,No Evidence,"$49,000,000",60,MD05,No Evidence,$0,None,https://www.whitehouse.gov/briefing-room/statements-releases/2023/02/15/fact-sheet-biden-harris-administration-announces-new-standards-and-major-progress-for-a-made-in-america-national-network-of-electric-vehicle-chargers/
2/15/23,Exicom,Tritium,Tennessee Manufacturing Facility,Expansion 1,Lebanon,TN,EV Charging,Charging Units,Operational,2023,No Evidence,,250,TN05,No Evidence,$0,None,https://www.globenewswire.com/news-release/2023/02/15/2608629/0/en/Tritium-to-Add-250-Tennessee-Jobs-Recognized-for-Safe-and-Sustainable-Workplace-at-U-S-Factory.html
2/15/23,One Three Energy,EdgeEnergy,Cincinnati Manufacturing Facility,Original,Cincinnati,OH,EV Charging,Electrical Components,Operational,,No Evidence,"$150,000,000",60,OH08,No Evidence,$0,None,https://www.edgeenergyev.com/post/edgeenergy-to-invest-150-million-over-next-two-years-to-manufacture-in-ohio
2/9/23,Freudenberg,Xalt Energy,Xalt Energy Battery Park,Expansion 1,Midland,MI,Batteries,Modules,Canceled,2024,No Evidence,,250,MI08,No Evidence,$0,None,https://www.ourmidland.com/news/article/midland-s-xalt-factory-receive-large-17774050.php
2/7/23,Kempower,Kempower,Durham Facility,Original,Durham,NC,EV Charging,Charging Units,Operational,2023,No Evidence,"$41,000,000",300,NC04,No Evidence,$0,None,https://governor.nc.gov/news/press-releases/2023/02/07/manufacturer-electric-vehicle-charging-stations-selects-durham-county-new-production-facility
2/7/23,The Shyft Group,Blue Arc EV Solutions,Charlotte Facility,Original,Charlotte,MI,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,2023,No Evidence,"$16,000,000",680,MI07,No Evidence,$0,None,https://theshyftgroup.com/press-releases/the-shyft-group-invests-in-michigan-to-build-blue-arc-all-electric-commercial-vehicles/
2/6/23,Cenntro Automotive,Cenntro Automotive,Freehold Manufacturing Facility,Original,Freehold,NJ,Batteries,Packs,Operational,2023,No Evidence,,,NJ04,No Evidence,$0,None,https://ir.cenntroauto.com/news-releases/news-release-details/cenntro-begins-production-battery-packs-united-states-and
1/31/23,General Motors,General Motors,Thacker Pass (JV),Update,,NV,Minerals,Lithium,Under Construction,2026,No Evidence,"$325,000,000",,,No Evidence,,Loan Programs Office (LPO),https://www.reuters.com/markets/commodities/gm-lithium-americas-develop-thacker-pass-mine-nevada-2023-01-31/
1/28/23,Omega Harvested Metallurgical,Omega Harvested Metallurgical,Imperial Valley Recycling Facility,Original,,CA,Battery Recycling,Recycling,Planned,,No Evidence,,50,,No Evidence,$0,None,https://www.thedesertreview.com/news/new-industry-coming-to-the-valley/article_aa1f51c2-9e80-11ed-908a-e7c98c47cf71.html
1/26/23,Cabot,Cabot,Pampa Manufacturing Plant,Original,Pampa,TX,Batteries,Electrolytes and Electrolyte Inputs,Planned,2025,No Evidence,"$82,500,000",,TX13,No Evidence,$0,None,https://www.businesswire.com/news/home/20230126005196/en/Cabot-Corporation-Plans-to-Invest-in-U.S.-Conductive-Carbon-Additives-Capacity-for-Electric-Vehicle-Lithium-ion-Battery-Applications
1/26/23,Toyo Ink,LioChem,LioChem e-Materials,Original,Franklin,KY,Batteries,Cathodes,Under Construction,2025,No Evidence,"$104,400,000",141,KY01,No Evidence,$0,None,https://ced.ky.gov/Newsroom/NewsPage/20220126_LioChem
1/24/23,Nissan,Nissan,Decherd Powertrain Plant,Original,Decherd,TN,Parts,EV Drive Units,Planned,2025,No Evidence,,,TN04,No Evidence,"$725,000,000",Loan Programs Office (LPO),https://www.electrive.com/2023/01/24/nissan-invests-in-e-mobility-production-in-the-usa/
1/24/23,Tesla,Tesla,Gigafactory Nevada,Expansion 1,Sparks,NV,Batteries,Packs,Operational,2024,No Evidence,"$1,800,000,000","1,500",NV02,No Evidence,$0,None,https://www.tesla.com/blog/continuing-our-investment-nevada
1/24/23,Tesla,Tesla,Gigafactory Nevada,Expansion 1,Sparks,NV,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2024,No Evidence,"$1,800,000,000","1,500",NV02,No Evidence,$0,None,https://www.tesla.com/blog/continuing-our-investment-nevada
1/20/23,General Motors,General Motors,Defiance Operations,Original,Defiance,OH,Parts,EV Drive Units,Planned,,Good Evidence,"$55,000,000",,OH09,No Evidence,$0,None,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2023/jan/0120-investment.html
1/20/23,General Motors,General Motors,Rochester Operations,Original,Rochester,NY,Batteries,Packs,Planned,,Good Evidence,"$68,000,000",,NY25,No Evidence,$0,None,https://news.gm.com/newsroom.detail.html/Pages/news/us/en/2023/jan/0120-investment.html
1/19/23,Ador Digatron,Quench Chargers,Shelton Facility,Original,,CT,EV Charging,Charging Units,Operational,2023,No Evidence,,,,No Evidence,$0,None,"https://evreporter.com/quench-to-start-dc-charger-manufacturing-at-its-usa-facility/#:~:text=Quench%20Chargers%20has%20announced%20that,Connecticut%2C%20from%20later%20this%20year."
1/19/23,Volvo Group,Proterra Powered,LA Factory,Update,City of Industry,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2023,Good Evidence,,-300,CA38,No Evidence,$0,None,https://ir.proterra.com/news/news-details/2023/Proterra-to-Concentrate-Electric-Bus-and-Battery-Manufacturing-in-Larger-South-Carolina-Facilities-With-2023-Exit-from-City-of-Industry-Plant/default.aspx
1/18/23,Aqua Metals,Aqua Metals,Aqua Metals Recycling Campus,Original,Reno,NV,Battery Recycling,Recycling,Operational,2024,No Evidence,,,NV02,No Evidence,$0,None,https://www.recyclingtoday.com/news/aqua-metals-selects-tahoe-reno-commercial-lithium-battery-recycling-campus/
1/17/23,General Motors,General Motors,Bowling Green Assembly,Original,Bowling Green,KY,Light-Duty (Class 1-2),Vehicle Assembly,Planned,2023,Good Evidence,,,KY02,No Evidence,$0,None,https://www.wkyufm.org/2023-01-18/gms-corvette-assembly-plant-in-bowling-green-unveils-2024-electrified-e-ray
1/13/23,Nikola Motors,Nikola Motors,Coolidge Multi-Product Factory 4.0,Expansion 3,Coolidge,AZ,Batteries,Modules; Packs,Canceled,2023,No Evidence,,,AZ02,No Evidence,$0,None,https://www.nikolamotor.com/press_releases/nikola-moves-battery-manufacturing-to-coolidge-ariz-221/
1/11/23,Tesla,Tesla,Gigafactory 2,Update,Buffalo,NY,EV Charging,Charging Units,Operational,2023,No Evidence,"$599,500,000",786,NY26,No Evidence,$0,None,https://www.investigativepost.org/2023/01/11/teslas-solar-factory-in-buffalo-fizzles/
1/11/23,Tesla,Tesla,Gigafactory 5,Expansion 1,Austin,TX,Batteries,Cathodes; Cells; Packs,Operational,2024,No Evidence,"$618,000,000",,TX35,Good Evidence,$0,None,https://www.electrive.com/2023/01/11/tesla-to-expand-austin-gigafactory/
1/11/23,Tesla,Tesla,Gigafactory 5,Expansion 1,Austin,TX,Parts,EV Drive Units,Operational,2024,No Evidence,"$85,000,000",,TX35,Good Evidence,$0,None,https://www.electrive.com/2023/01/11/tesla-to-expand-austin-gigafactory/
1/2/23,Aptera Motors,Aptera,Aptera San Diego Manufacturing Facility,Original,Carlsbad,CA,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2023,No Evidence,,100,CA49,No Evidence,$0,None,https://www.sdbj.com/featured/a-new-era-dawning-at-aptera-motors/
12/21/22,ADS-TEC Energy,ADS-TEC Energy,Auburn Manufacturing Facility,Original,Auburn,AL,EV Charging,Charging Units,Planned,2024,No Evidence,"$8,000,000",180,AL03,No Evidence,$0,None,https://www.businesswire.com/news/home/20221220005517/en/ADS-TEC-Energy-Establishes-First-North-American-Site-for-Its-Ultra-Fast-Charging-Technology-in-Auburn-Alabama
12/14/22,Redwood Materials,Redwood Materials,South Carolina Battery Materials Campus,Original,Charleston,SC,Battery Recycling,Remanufacturing; Cathode Materials,Operational,2023,No Evidence,"$3,500,000,000","1,500",SC01,No Evidence,$0,None,https://www.redwoodmaterials.com/news/announcing-redwood-south-carolina/
12/13/22,Lear Corporation,Lear Corporation,Traverse City EV Component Factory,Original,Traverse City,MI,Batteries,Battery Pack Components,Canceled,2023,Good Evidence,"$16,250,000",167,MI01,No Evidence,$0,None,https://www.autonews.com/automakers-suppliers/lear-build-ev-parts-plant-supply-gm
12/13/22,Lear Corporation,M&N Plastics,Macomb EV Component Factory,Original,Sterling Heights,MI,Batteries,Battery Pack Components,Planned,2023,No Evidence,"$16,250,000",167,MI10,No Evidence,$0,None,https://www.autonews.com/automakers-suppliers/lear-build-ev-parts-plant-supply-gm
12/13/22,Siemens,Siemens eMobility,Carrolton Facility,Original,Carrolton,TX,EV Charging,Charging Units,Operational,2023,No Evidence,,100,TX26,No Evidence,$0,None,https://new.siemens.com/us/en/company/press/press-releases/mobility/second-us-electric-vehicle-charger-mfg-hub-site-selected.html
12/13/22,SoulBrain,SoulBrain,Kokomo Operations,Original,Kokomo,IN,Batteries,Electrolytes and Electrolyte Inputs,Planned,2025,No Evidence,"$75,000,000",75,IN05,No Evidence,$0,None,https://greaterkokomo.com/soulbrain-mi-investing-in-kokomo-creating-75-jobs/
12/8/22,Hyundai Motor Group,Hyundai,Bartow County Facility (JV),Original,Atlanta,GA,Batteries,Cells,Under Construction,2025,No Evidence,"$2,500,000,000","1,750",GA11,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2022-12-08/gov-kemp-hyundai-motor-group-and-sk-build-ev-battery-facility-bartow
12/8/22,SK,SK On,Bartow County Facility (JV),Original,Atlanta,GA,Batteries,Cells,Under Construction,2025,No Evidence,"$2,500,000,000","1,750",GA11,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2022-12-08/gov-kemp-hyundai-motor-group-and-sk-build-ev-battery-facility-bartow
12/8/22,Sparkz,Sparkz,Livermore Manufacturing Plant,Expansion 1,Livermore,CA,Batteries,Cells; Modules,Operational,2022,Good Evidence,"$700,000,000",800,,No Evidence,$0,None,https://www.electrive.com/2022/12/12/ca-sparkz-opens-livermore-battery-plant-to-customers/
12/7/22,Sion Power,Sion Power,Tucson Assembly Facility,Original,Tucson,AZ,Batteries,Cells,Planned,2026,No Evidence,,150,AZ07,No Evidence,$0,None,https://sionpower.com/2022/sion-power-announces-plans-to-expand-battery-manufacturing-operations/
12/7/22,SK,EverCharge,Hayward Manufacturing Facility,Original,,CA,EV Charging,Charging Units,Operational,2023,No Evidence,,,,No Evidence,$0,None,https://www.businesswire.com/news/home/20221207005675/en/Designed-and-Built-in-California-EverCharge-Opens-Hayward-Factory-to-Meet-Growing-Demand-and-Further-Ongoing-Commitment-to-U.S.-Based-Production
12/6/22,AESC,AESC,Florence Gigafactory - Factory 1,Original,Florence,SC,Batteries,Cells,Under Construction,2026,No Evidence,"$810,000,000","1,170",SC07,No Evidence,$0,None,https://www.automotiveworld.com/news-releases/envision-aesc-announces-810m-investment-in-south-carolina-gigafactory-creating-1170-new-jobs/
12/6/22,American Battery Factory,American Battery Factory,Tucson Battery Cell Gigafactory,Original,Tucson,AZ,Batteries,Cells,Under Construction,2025,No Evidence,"$600,000,000",500,,No Evidence,$0,None,https://americanbatteryfactory.com/press/2022-12-06/abf-selects-tuscon-az
12/5/22,General Motors,General Motors,Ultium Cells Spring Hill (JV),Expansion 1,Spring Hill,TN,Batteries,Cells,Operational,2024,Good Evidence,"$137,500,000",200,TN05,No Evidence,"$208,333,333",Loan Programs Office (LPO),https://www.ultiumcell.com/newsroom/latest-news/2022/12/02/Ultium-Cells-LLC-Announces-Plans-to-Produce-More-Battery-Cells-Faster
12/5/22,LG Corporation,LG Energy Solution,Ultium Cells Spring Hill (JV),Expansion 1,Spring Hill,TN,Batteries,Cathodes,Operational,2024,Good Evidence,"$137,500,000",200,TN05,No Evidence,"$208,333,333",Loan Programs Office (LPO),https://www.ultiumcell.com/newsroom/latest-news/2022/12/02/Ultium-Cells-LLC-Announces-Plans-to-Produce-More-Battery-Cells-Faster
12/1/22,NanoGraf,NanoGraf,Advanced Silicon Anode Manufacturing Facility,Original,Chicago,IL,Batteries,Anodes,Operational,2023,No Evidence,"$100,000,000",40,IL07,No Evidence,$0,None,https://www.nanograf.com/media/nanograf-wins-contract-from-us-government-to-develop-first-large-volume-advanced-silicon-anode-manufacturing-facility-in-the-us
11/30/22,Bosch,Bosch,Anderson Facility,Original,Anderson,SC,Parts,EV Motors,Operational,2022,No Evidence,,,SC03,No Evidence,$0,None,"https://www.sme.org/technologies/articles/2022/november/bosch-adds-ev-motor-production-in-south-carolina/#:~:text=Bosch%20also%20is%20retooling%20its,million%20investment%20in%20the%20facility."
11/30/22,KORE Power,KORE Power,KOREPlex Facility,Update,Buckeye,AZ,Batteries,Cells,Canceled,2025,No Evidence,"$125,000,000",,,No Evidence,,Loan Programs Office (LPO),https://www.aztechcouncil.org/kore-power-poised-to-break-ground-on-valley-battery-manufacturing-plant-by-end-of-2022/
11/28/22,Enchem,Enchem,Kentucky Electrolyte Manufacturing Plant,Original,,KY,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,,,,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020
11/28/22,Enchem,Enchem,Michigan Electrolyte Manufacturing Plant,Original,,MI,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,,,,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020
11/28/22,Enchem,Enchem,Ohio Electrolyte Manufacturing Plant,Original,,OH,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,,,,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020
11/28/22,Enchem,Enchem,US Headquarters and Electrolyte Manufacturing Plant,Update,Commerce,GA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,,,GA10,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020
11/27/22,Huntsman,Huntsman,R&D and Production Facility,Original,Tucson,AZ,Batteries,Electrolytes and Electrolyte Inputs,Planned,2025,No Evidence,,11,AZ07,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html
11/23/22,Hyundai Motor Group,Hyundai Mobis,Electric Vehicle Power Electric System Plant,Original,Richmond Hill,GA,Parts,Charging Control Units,Planned,2024,No Evidence,"$463,000,000",750,GA01,No Evidence,$0,Qualifying Advanced Energy Project Credit (48C),https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs
11/23/22,Hyundai Motor Group,Hyundai Mobis,Electric Vehicle Power Electric System Plant,Original,Richmond Hill,GA,Parts,Power Electronics,Planned,2024,No Evidence,"$463,000,000",750,GA01,No Evidence,"$57,666,890",Qualifying Advanced Energy Project Credit (48C),https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs
11/21/22,LG Corporation,LG Energy Solution,Clarksville Cathode Manufacturing Plant,Original,Clarksville,TN,Batteries,Cathodes,Under Construction,2025,No Evidence,"$3,200,000,000",860,TN07,No Evidence,$0,None,https://clarksvillenow.com/local/lg-chem-to-build-3-2-billion-plant-in-clarksville-to-supply-material-for-ev-batteries/
11/19/22,General Motors,General Motors,Bedford Casting,Original,Bedford,IN,Parts,EV Drive Units,Operational,2022,Good Evidence,"$45,000,000",,IN09,No Evidence,$0,None,https://pressroom.gm.com/gmbx/us/en/pressroom/home/news.detail.html/Pages/news/us/en/2022/nov/1118-bedford.html
11/16/22,Orange EV,Orange EV,Kansas City Production Facility & HQ,Original,Kansas City,KS,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2024,No Evidence,"$37,000,000",185,KS02,No Evidence,$0,None,https://orangeev.com/orange-ev-news/orange-ev-new-global-headquarters/
11/16/22,RePurpose Energy,RePurpose Energy,RePurpose Energy,Original,Fairfield,CA,Battery Recycling,Recycling,Operational,2022,No Evidence,"$12,000,000",4,CA08,No Evidence,"$6,000,000",Electric Drive Vehicle Battery Recycling and Second Life Applications,https://www.energy.gov/eere/vehicles/articles/bipartisan-infrastructure-law-battery-recycling-and-second-life-applications
11/14/22,SK,SK Signet,Plano Manufacturing Facility,Original,Plano,TX,EV Charging,Charging Units,Operational,2023,No Evidence,,183,TX32,No Evidence,$0,None,https://www.prnewswire.com/news-releases/sk-signet-to-create-up-to-183-jobs-for-ev-fast-charger-manufacturing-facility-in-plano-texas-301677776.html
