name,institution_type,latitude,longitude
Santa Rita Jail Hybrid,Power Plant,37.719167,-121.886944
Western Antelope Blue Sky Ranch A,Power Plant,34.681667,-118.324722
Western Antelope Dry Ranch,Power Plant,34.688889,-118.320278
Simon Solar Farm LLC,Power Plant,33.678056,-83.675833
Lightning Dock Geothermal,Power Plant,32.144722,-108.838333
RP Wind,Power Plant,40.449444,-83.893333
Queen Anne's County,Power Plant,39.031667,-76.016389
Actus Lend Lease DMAFB,Power Plant,32.1825,-110.863333
Monterey Regional Water Pollution Contro,Power Plant,36.721111,-121.787778
Lancaster Baptist Church,Power Plant,34.695833,-118.058889
Museum of Science and Industry,Power Plant,41.790556,-87.582778
Sacramento Fairbain Water Treatment Plan,Power Plant,38.554802,-121.416791
Orbit Energy Charlotte,Power Plant,35.2625,-80.811667
KRS I Anahola Solar Hybrid,Power Plant,22.131667,-159.303056
KRS II Koloa Solar,Power Plant,21.900833,-159.45
Tulare 1 and 2,Power Plant,36.2,-119.42
Rockford Solar Farm,Power Plant,42.175278,-89.088333
Silver State Solar Power South,Power Plant,35.63,-115.32
RC Thomas Hydroelectric Project,Power Plant,30.632222,-95.01
Stateline Solar,Power Plant,35.6,-115.4
Port Richmond WWT Solar,Power Plant,40.638056,-74.126111
Montgomery Solar LLC,Power Plant,35.344444,-79.768333
North Brookfield,Power Plant,42.278056,-72.053056
Kalaeloa Renewable Energy Park,Power Plant,21.328056,-158.04
Jersey Gardens Phase 1,Power Plant,40.660833,-74.173333
Jersey Gardens Phase 2,Power Plant,40.660833,-74.173333
Waihonu North Solar,Power Plant,21.470556,-158.013333
Waihonu South Solar,Power Plant,21.468889,-158.016389
Odell Wind Farm,Power Plant,43.853333,-94.931944
Courtenay Wind Farm,Power Plant,47.179722,-98.594722
Aloha Solar Energy Fund 1 PK1,Power Plant,21.406944,-158.151389
Utah Red Hills Renewable Energy Park,Power Plant,37.882778,-112.904167
Cape Cod Air Force Station - 6 SWS,Power Plant,41.7525,-70.538889
Mauka FIT One,Power Plant,21.679722,-157.984444
Frito Lay Incorporated,Power Plant,41.862778,-71.891667
"Celina Solar Project #1, LLC",Power Plant,40.540556,-84.590556
Alexander Wind Farm LLC,Power Plant,38.424722,-99.5075
Biscoe Solar LLC,Power Plant,35.383889,-79.770278
Rockwell Solar LLC,Power Plant,35.541667,-80.474722
Selma Solar LLC,Power Plant,35.576389,-78.183333
Turkey Branch Solar LLC,Power Plant,34.524444,-79.104444
Gates Solar LLC,Power Plant,36.450833,-76.803611
Cirrus Solar LLC,Power Plant,35.969444,-78.265
Chocowinity Solar LLC,Power Plant,35.515,-77.09
Pearl City Peninsula Solar Park,Power Plant,21.375556,-157.968056
Gratiot County Wind LLC,Power Plant,43.408056,-84.462222
Oswegatchie,Power Plant,44.27,-75.199167
Upper Newton Falls,Power Plant,44.214444,-74.991389
Braley Road 2,Power Plant,41.751667,-70.966944
Route 66 Wind Plant,Power Plant,35.205278,-101.434167
Dartmouth,Power Plant,41.676111,-70.996944
"Osage Wind, LLC",Power Plant,36.706944,-96.700278
Kapolei Solar Energy Park,Power Plant,21.321111,-158.1175
Mahoning Creek Hydroelectric Project,Power Plant,40.921111,-79.281667
Hancock Wind Plant,Power Plant,44.760833,-68.146944
Finley Buttes Landfill Gas,Power Plant,45.69,-119.61
LRI LFGTE Facility,Power Plant,46.975556,-122.290556
Blue Sky One,Power Plant,36.907778,-105.985278
Apple Blossom Wind Farm,Power Plant,43.815032,-83.315002
South Fork Wind Farm,Power Plant,43.587283,-95.375119
Black Oak Wind Farm,Power Plant,45.660833,-95.012778
Walnut Ridge Wind Farm,Power Plant,41.496667,-89.580278
Grande Prairie Wind Farm,Power Plant,42.608056,-98.428333
Nooksack Hydro,Power Plant,48.907778,-121.814167
L V Sutton Combined Cycle,Power Plant,34.283056,-77.985278
Mira Loma,Power Plant,34.013056,-117.5375
ABEC Bidart-Old River LLC,Power Plant,35.169722,-119.10555600000001
Colleton Solar Farm,Power Plant,32.913333,-80.6925
Apple Data Center - PV2,Power Plant,35.738889,-81.207778
Axio Green LLC,Power Plant,42.576111,-72.61
Lenape II,Power Plant,39.776667,-86.042778
Zeeland Farm Services,Power Plant,42.813056,-85.986111
Allendale Biomass,Power Plant,32.995,-81.281944
Dorchester Biomass,Power Plant,33.238611,-80.450278
Phoenix Airport East Economy Lot,Power Plant,33.4345,-111.9842
Phoenix Airport Rental Car Center,Power Plant,33.43042,-112.04484
Barilla Solar,Power Plant,30.96,-103.35
Lost Hills/Blackwell,Power Plant,35.62,-119.85
North Star Solar,Power Plant,36.73,-120.41
Oxbow Creek,Power Plant,41.608611,-75.870556
Roundtop,Power Plant,41.657778,-76.049167
"OCI Alamo 2, LLC",Power Plant,29.469444,-98.331944
"OCI Alamo 4, LLC",Power Plant,29.47982,-98.29926
Orion Solar I,Power Plant,35.150694,-118.875
Brookfield,Power Plant,43.757778,-83.297778
Pattern Panhandle Wind 2 LLC,Power Plant,35.442778,-101.372778
Orion Solar II,Power Plant,35.150694,-118.875278
Charlotte Solar,Power Plant,35.261944,-81.821667
Elliana Solar,Power Plant,36.131111,-79.3325
Flash Solar,Power Plant,35.758056,-81.229444
Amethyst Solar,Power Plant,35.316944,-81.926389
Angel Solar,Power Plant,35.651111,-81.208611
Audrey Solar,Power Plant,35.328056,-81.621944
Buddy Solar,Power Plant,35.541944,-80.363333
Milo Solar,Power Plant,36.148889,-79.348889
Minnie Solar,Power Plant,35.948056,-79.361944
Nick Solar,Power Plant,35.991111,-79.548056
Owen Solar,Power Plant,35.586111,-81.315278
Sophie Solar,Power Plant,35.305,-81.696944
Star Solar,Power Plant,36.08,-78.823889
Viresco Turtle Lake,Power Plant,45.390278,-92.1625
North Bay Solar 1,Power Plant,38.300556,-121.966389
Tihonet Solar,Power Plant,41.7875,-70.723333
Lancaster Dry Farm Ranch B,Power Plant,34.716944,-118.289444
Rodeo Solar C2,Power Plant,34.713333,-118.289444
Rodeo Solar D2,Power Plant,34.713333,-118.289444
Summer Solar A2,Power Plant,34.723056,-118.289722
Summer Solar B2,Power Plant,34.723056,-118.289722
Summer Solar C2,Power Plant,34.723056,-118.289722
Summer Solar D2,Power Plant,34.723056,-118.289722
Summer North Solar,Power Plant,34.723056,-118.289722
Expressway Solar A,Power Plant,34.582222,-117.341667
Expressway Solar B,Power Plant,34.583333,-117.340278
Expressway Solar C2,Power Plant,34.584444,-117.341389
Miami Wind Energy Center,Power Plant,35.653889,-100.538611
Wake Wind Energy Center,Power Plant,33.825,-101.099722
Buckeye Wind Energy Center,Power Plant,39.003873,-99.414160999999993
Marsh Hill Wind Farm,Power Plant,42.163889,-77.528889
Spring Canyon Expansion Wind Energy Ctr,Power Plant,40.964167,-103.077222
Maywood Photovoltaic Project,Power Plant,39.743889,-86.218056
Roosevelt County,Power Plant,33.926111,-103.511111
Longhorn Wind,Power Plant,34.311111,-101.251111
TX Hereford Wind,Power Plant,34.748056,-102.174444
Spinning Spur Wind II,Power Plant,35.276944,-102.682778
Spinning Spur Wind III,Power Plant,35.295,-102.721111
Cassadaga Wind Farm,Power Plant,42.338333,-79.195556
Scioto Ridge Wind Farm,Power Plant,40.561389,-83.736389
Sonne One,Power Plant,35.437222,-77.833611
South Canal Hydro-1,Power Plant,38.483333,-107.755
South Canal Hydro-3,Power Plant,38.470278,-107.771389
Brentwood Solar,Power Plant,40.781389,-73.243889
Deer Park,Power Plant,40.760833,-73.193889
Dennison,Power Plant,40.763056,-73.323611
North County,Power Plant,40.763056,-73.323611
Riverhead,Power Plant,40.826111,-73.232222
Cohalan,Power Plant,40.762465,-73.194441
Kirkwall Holdings,Power Plant,34.988889,-78.1375
Ayrshire,Power Plant,35.283056,-81.615278
JMB Mcguire-Dix-Lakehurst Solar Project,Power Plant,39.992818,-74.636933
Storrie Lake Solar Project,Power Plant,35.656944,-105.183889
"Hobart Solar, LLC",Power Plant,41.529444,-87.308333
"Waterloo Solar, LLC",Power Plant,41.433889,-85.043889
"Valparaiso Solar, LLC",Power Plant,41.502222,-87.161111
"AC Criminal Courts Complex SPE2, LLC",Power Plant,39.4375,-74.690556
Pamlico Partners Solar,Power Plant,35.501111,-76.87
"Arba Solar, LLC",Power Plant,35.396389,-77.703611
"Franklin Solar, LLC",Power Plant,36.0975,-78.167778
"Kenansville Solar 2, LLC",Power Plant,34.957778,-77.981667
"Samarcand Solar Farm, LLC",Power Plant,35.311667,-79.695
Albemarle Solar Center LLC,Power Plant,35.293056,-77.556944
Boseman Solar Center LLC,Power Plant,36.008056,-77.81
Flemming Solar Center LLC,Power Plant,35.668889,-77.383889
Littlefield Solar Center LLC,Power Plant,35.433889,-77.438056
Rams Horn Solar Center LLC,Power Plant,35.64295,-77.31654
Beaver Dam,Power Plant,41.611389,-76.843056
Upchurch Solar Center LLC,Power Plant,35.781944,-77.883889
Alpaca,Power Plant,41.663056,-76.805556
Shasta Solar Farm,Power Plant,41.031389,-121.4225
Milan,Power Plant,41.894444,-76.582778
Millville City Sewer Auth WTP,Power Plant,39.376389,-75.033056
Sheldon Solar,Power Plant,44.910556,-72.979444
MTHS Co-Gen Buildings,Power Plant,42.001944,-87.852222
Apple One,Power Plant,35.629444,-81.156944
Sonne Two,Power Plant,35.656667,-81.183611
Cross Winds Energy Park,Power Plant,43.610278,-83.485556
Redcrest Solar Farm,Power Plant,35.321944,-118.812778
Cogenra - TEP,Power Plant,32.101944,-110.813333
Red Horse 2,Power Plant,32.286111,-110.088056
Richland Center Renewable Energy LLC,Power Plant,43.314444,-90.373056
Elk Station,Power Plant,33.865,-101.843333
Lakeswind Power Partners,Power Plant,46.718056,-96.211944
Na Pua Makani Wind Project,Power Plant,21.666944,-157.97
Keechi Wind,Power Plant,33.143056,-98.161111
Sudbury Landfill,Power Plant,42.363889,-71.385
"Kenansville Solar Farm, LLC",Power Plant,34.97,-77.976111
"Gato Montes Solar, LLC",Power Plant,32.102778,-110.819722
"Bethel Price Solar, LLC",Power Plant,35.794722,-77.381111
"Dogwood Solar, LLC",Power Plant,36.125,-77.409167
Washington Airport Solar LLC,Power Plant,35.565278,-77.053611
"Washington Millfield Solar, LLC",Power Plant,35.499444,-76.833611
"Windsor Cooper HIill Solar, LLC",Power Plant,35.981944,-76.917778
Warsaw Farm,Power Plant,35.005556,-78.125833
Castalia Solar,Power Plant,36.0939,-77.783333
Oakboro Farm,Power Plant,34.795833,-79.538333
McKenzie Farm,Power Plant,34.323889,-78.691944
Nash 58 Farm,Power Plant,36.047222,-78.030833
Nash 64 Farm,Power Plant,35.949444,-78.0925
Pate Farm,Power Plant,34.816667,-79.199444
Erwin Farm,Power Plant,35.333333,-78.661389
Sigmon Catawba Farm,Power Plant,35.612222,-81.243333
Wagstaff Farm 1,Power Plant,36.458658,-78.956739
Waco Farm,Power Plant,35.352222,-81.426111
Sunfish Farm,Power Plant,35.558056,-78.735833
Reventure Park,Power Plant,35.294444,-80.998889
Garrell Solar Farm,Power Plant,34.325278,-78.793056000000007
Angier Farm,Power Plant,35.516389,-78.75
Bladenboro Farm,Power Plant,34.535,-78.813056
Rentech Nitrogen Pasadena Cogeneration,Power Plant,29.739444,-95.194722
Berkley East Solar LLC,Power Plant,41.823889,-71.041389
Bison 4 Wind Energy Center,Power Plant,46.98,-101.554722
Stuyvesant Falls,Power Plant,42.351389,-73.733889
Dement Farm LLC,Power Plant,36.27,-78.348333
Fusion Solar Center LLC,Power Plant,41.623889,-72.043056000000007
Kinsley Landfill Solar,Power Plant,39.793333,-75.106389
Duplin Solar LLC,Power Plant,35.011944,-78.078333
North Carolina Solar III LLC,Power Plant,34.766667,-79.559722
County College of Morris,Power Plant,40.856667,-74.581389
Mercer County Community College,Power Plant,40.255833,-74.645278
Highland Wind Project (IA),Power Plant,43.080278,-95.656111
Lundgren Wind Project,Power Plant,42.334722,-94.170833
Macksburg Wind Project,Power Plant,41.209167,-94.103611
Wellsburg Wind Project,Power Plant,42.390833,-92.966667
Com Adam 1WF-1,Power Plant,41.660278,-89.249722
ASTI,Power Plant,38.761389,-122.975278
Beringer,Power Plant,38.510833,-122.479722
"Big Turtle Wind Farm, LLC",Power Plant,43.850833,-82.7825
Camilla Solar Plant,Power Plant,31.183889,-84.131944
Camp Solar Plant,Power Plant,32.964722,-84.543889
Patriots Stadium,Power Plant,40.560556,-74.551389
Temple SEGF,Power Plant,39.98,-75.150556
Pilot Hill Wind Farm,Power Plant,40.999169,-88.056247
Prosperity Energy Storage Facility Hybri,Power Plant,35.001944,-106.637222
Balko Wind LLC,Power Plant,36.518056,-100.847222
Tri-County Water Hydropower Project,Power Plant,38.239167,-107.758056
Kingfisher Wind LLC,Power Plant,35.770278,-97.799722
Fourmile Ridge,Power Plant,39.641111,-79.011111
Valley Center 1,Power Plant,33.234167,-117.001667
Valley Center 2,Power Plant,33.234167,-117.001667
Beebe 1B,Power Plant,43.256944,-84.499722
Ramona 1,Power Plant,33.012222,-116.875
Ramona 2,Power Plant,33.012222,-116.875
Santa Fe Springs Rooftop Solar BLDG M,Power Plant,33.910833,-118.044444
Santa Fe Springs Rooftop Solar BLDG H,Power Plant,33.910833,-118.044444
MCAGCC Cogen Plant,Power Plant,34.237222,-116.054167
Copper Mountain Solar 3,Power Plant,35.889419,-114.957912
Tioga Solar Morris County 1 LLC,Power Plant,40.815278,-74.475833
2081 Terzian Solar Project,Power Plant,36.67,-119.415833
2127 Harris Solar Project,Power Plant,39.291667,-121.669722
2097 Helton Solar Project,Power Plant,37.352222,-120.506944
Napoleon Biogas,Power Plant,41.355556,-84.1025
Sugar Creek Wind One LLC,Power Plant,40.074167,-89.291944
Lincoln Land Wind,Power Plant,39.821944,-89.955833
Story City Wind Project,Power Plant,42.208056,-93.599444
Melrose 2,Power Plant,45.676389,-94.801944
Traer Wind Project,Power Plant,42.161389,-92.4425
Shell Chemical Appalachia LLC,Power Plant,40.671667,-80.336389
"Integrys MA Solar, LLC - Ashburnham Site",Power Plant,42.599444,-71.941944
Open View Solar Farm,Power Plant,44.139444,-73.203889
Walpole Solar 2,Power Plant,42.117222,-71.265833
Gardner Solar 1,Power Plant,42.586389,-72.030833
Origin Wind,Power Plant,34.446111,-97.269722
Anderson Wind I,Power Plant,33.029444,-103.855833
Anderson Wind II,Power Plant,33.013889,-103.865
Rockville Solar I LLC,Power Plant,39.763056,-86.301111
Halifax,Power Plant,36.441944,-77.711389
Woodville Renewable Power Project,Power Plant,30.748333,-94.4375
Ameresco Dallas LLC,Power Plant,32.648611,-96.644444
Bristol Myers Squibb Lawrenceville,Power Plant,40.324722,-74.707778
Cloverdale Solar I,Power Plant,38.773056,-123.017778
Delilah Road Landfill,Power Plant,39.416111,-74.543889
Dessie Solar Center LLC,Power Plant,34.302778000000004,-78.835833
"Rockville Solar II, LLC",Power Plant,39.766944,-86.3
Intel Folsom Phase 2,Power Plant,38.643611,-121.163889
BearPond Solar Center LLC,Power Plant,36.276111,-78.377222
Shankle Solar Center LLC,Power Plant,34.943889,-79.195833
Graham Solar Center LLC,Power Plant,34.309722,-79.014444
Camelot Wind LLC,Power Plant,41.925278,-70.64
Butler Solar Power Project,Power Plant,38.27,-94.35
Laguna Water Reclamation Facility,Power Plant,38.368889,-122.765833
Oregon University System OIT Klamath Fal,Power Plant,42.254167,-121.785
Las Virgenes Municipal Water District,Power Plant,34.136111,-118.701944
Technology Drive Solar,Power Plant,42.876111,-72.565833
"Thunder Spirit Wind, LLC",Power Plant,46.075,-102.563333
Fairfield Wind,Power Plant,47.723333,-111.965278
Fort Huachuca Solar PV Project,Power Plant,31.555278,-110.35
White River Solar 2,Power Plant,35.874722,-119.046111
Fairview Farms Solar,Power Plant,42.459722,-72.610278
Henrietta Solar Project,Power Plant,36.218806,-119.805833
Whitman,Power Plant,55.328056,-131.530833
Central Valley Ag Power,Power Plant,37.719722,-120.898611
Copenhagen Wind Farm,Power Plant,43.913056,-75.698611
Akron WRF,Power Plant,41.153333,-81.568889
"Broken Bow Wind II, LLC",Power Plant,41.323889,-99.323056
Allison Creek Hydro,Power Plant,61.084444,-146.353333
RE Camelot LLC,Power Plant,35.026667,-118.185556
"RE Adams East, LLC",Power Plant,36.6175,-120.290833
"RE Kansas Solar, LLC",Power Plant,36.247778,-119.833889
"RE Old River One, LLC",Power Plant,35.223333,-119.088889
Eklutna Generation Station,Power Plant,61.457778,-149.351389
"RE Columbia Two, LLC",Power Plant,35.026667,-118.185556
"RE Kent South, LLC",Power Plant,36.226111,-119.905278
Dept of Corrections NCCI Wind,Power Plant,42.572222,-71.944722
Breckinridge Wind Project LLC,Power Plant,36.476944,-97.685556
St. Olaf Wind Turbine,Power Plant,44.462222,-93.192778
St. Olaf StandBy Generators,Power Plant,44.461111,-93.180833
Goodwell Wind Project LLC,Power Plant,36.541389,-101.565556
Little Elk Wind Project LLC,Power Plant,35.194722,-98.907222
Parkland Landfill Solar,Power Plant,40.1275,-74.710833
Carlsbad Energy Center,Power Plant,33.140507,-117.333916
Two Dot Wind Farm,Power Plant,46.449444,-110.087222
"Potomac Energy Center, LLC",Power Plant,39.058056,-77.545
Mariah del Norte,Power Plant,34.6675,-102.577778
Woodmere Solar Farm,Power Plant,35.323056,-118.821389
Hayworth Solar,Power Plant,35.325278,-118.878611
Macho Springs,Power Plant,32.57,-107.48
Southbridge Landfill Gas-to-Energy,Power Plant,42.104444,-72.0325
Walt Bailey Bioenergy Facility,Power Plant,38.820556,-77.018333
Scituate PV,Power Plant,42.1775,-70.740556
Bolton PV,Power Plant,42.449722,-71.643056
Stow PV,Power Plant,42.436944,-71.506111
Carol Jean Solar,Power Plant,36.316111,-80.144444
East Chicago,Power Plant,41.632222,-87.469167
Griffith,Power Plant,41.521389,-87.436111
Gila Bend Hybrid,Power Plant,32.940833,-112.881389
Hoopeston Wind LLC,Power Plant,40.399722,-87.799167
"Euclid Farm, Stamco N-54",Power Plant,41.602222,-81.496944
Back River Waste Water Treatment,Power Plant,39.299722,-76.494167
Agawam Solar,Power Plant,42.081944,-72.614444
Rehoboth Solar,Power Plant,41.901667,-71.2425
Chicopee Solar,Power Plant,42.185556,-72.5825
Route 57 Solar,Power Plant,42.058889,-72.664167
EBZ Solar,Power Plant,42.570556,-71.625
Whately Solar,Power Plant,42.446111,-72.623611
Shannon Wind,Power Plant,33.509722,-98.360833
"Biomass to Energy Facility, Kauai",Power Plant,21.965278,-159.460556
Hiilangaay Hydro,Power Plant,55.217254,-132.61003
Battleground,Power Plant,35.22,-81.33
Beulaville,Power Plant,34.9,-77.78
Ball Mountain Hydro,Power Plant,43.126944,-72.776111
Ellerbe,Power Plant,35.1,-79.73
West Davisville Solar,Power Plant,41.603611,-71.477222
Rio Rico Solar,Power Plant,31.5,-111.008056
Jameson Energy Center,Power Plant,37.954722,-100.830556
651 Chase Solar NG,Power Plant,42.626667,-71.742778
Whitcomb Solar Farm,Power Plant,44.485556,-73.136944
Wallace,Power Plant,34.75813,-77.97173
Kenansville,Power Plant,34.96,-78.04
Fairmont-FLS 100,Power Plant,34.52,-79.13
Michelangelo Wind 3 LLC,Power Plant,42.019,-93.514
Rariton OMP,Power Plant,40.574444,-74.648056
Spring House,Power Plant,40.183889,-75.234167
Skillman,Power Plant,40.574444,-74.648056
Vacaville,Power Plant,38.399444,-121.960278
Raritan ITS,Power Plant,40.574444,-74.654167
Waste Water Treatment Plant,Power Plant,42.41,-73.24
Radfords Run Wind Farm,Power Plant,40.011111,-89.047222
Stella Wind Farm,Power Plant,26.941667,-97.6425
Drift Sand Wind Project LLC,Power Plant,34.827778,-97.957222
Bruennings Breeze Wind Farm,Power Plant,26.522222,-97.691111
"Colbeck's Corner, LLC",Power Plant,35.254184,-101.186622
Jericho Power,Power Plant,44.466944,-71.225
Carroll Area Wind Farm,Power Plant,41.94143,-94.8861
"SC 1 Data Center, Phase 2",Power Plant,37.361667,-121.943611
Brewster Landfill,Power Plant,41.745556,-70.103056
Chopin Wind LLC,Power Plant,45.88,-118.463333
Chatham Landfill,Power Plant,41.686111,-70.006111
Harwich Landfill,Power Plant,41.696111,-70.091944
Katama Farm,Power Plant,41.361111,-70.516944
Nunnepog,Power Plant,41.358889,-70.505
Barnstable Landfill,Power Plant,41.659722,-70.395556
Dennis Landfill,Power Plant,41.693056,-70.145
Limon III Wind LLC,Power Plant,39.353333,-103.474167
Marshall Wind Farm,Power Plant,39.701111,-96.360833
Lepomis PV Energy LLC,Power Plant,41.857222,-70.558333
"Cottonwood Solar, LLC (Goose Lake)",Power Plant,35.593611,-119.58
"Cottonwood Solar, LLC (City of Corcoran)",Power Plant,36.134444,-119.554444
Calipatria Solar Farm,Power Plant,33.165833,-115.532222
Rockland Solar CSG,Power Plant,42.089167,-70.897778
Holland Energy Park,Power Plant,42.7925,-86.092222
Division 1,Power Plant,34.708333,-118.130556
Division 2,Power Plant,34.708333,-118.130556
Division 3,Power Plant,34.708333,-118.130556
Berry Plastics Solar,Power Plant,40.698333,-75.151944
Kettering Solar 1,Power Plant,34.700278,-118.123611
Kettering Solar 2,Power Plant,34.700278,-118.123611
Chauncey Farm LLC,Power Plant,34.3375,-78.521944
Dragstrip Farm,Power Plant,35.758056,-81.416111
Fremont Farm LLC,Power Plant,35.531944,-77.969167
Market Farm,Power Plant,36.390278,-79.647222
Snow Hill Solar 2 LLC,Power Plant,35.444167,-77.649444
Mount Olive Farm,Power Plant,35.201944,-78.081667
Spicewood Solar Farm LLC,Power Plant,35.3025,-79.701667
Springfield Solar 1 LLC,Power Plant,37.246389,-93.166389
West Salisbury Farm LLC,Power Plant,35.668333,-80.523611
West Siler,Power Plant,35.720841,-79.503747
Yanceyville Farm 2 LLC,Power Plant,36.413889,-79.316944
Redmon Solar Farm LLC,Power Plant,35.710833,-80.665833
Anderson Farm LLC,Power Plant,34.975556,-78.516667
Woodbine Landfill Plant,Power Plant,39.231111,-74.780833
DD Fayetteville Solar NC LLC,Power Plant,34.834444,-78.843611
Cameron Wind 1 LLC,Power Plant,26.195278,-97.466111
Warsaw I,Power Plant,35.01,-78.11
Warsaw II,Power Plant,35.01,-78.05
Acushnet-Braley Road 1,Power Plant,41.751667,-70.970556
Enerparc CA1 LLC,Power Plant,36.831667,-121.404167
Moncure Farm LLC,Power Plant,35.568333,-79.0325
Martin Creek Farm LLC,Power Plant,36.286389,-78.386111
Kinston,Power Plant,35.370556,-77.608333
Daniel Farm LLC,Power Plant,35.848889,-80.553611
Bailey Farm LLC,Power Plant,35.7875,-78.139722
Acushnet- High Hill,Power Plant,41.714444,-70.997222
CSD 2- Freedom High,Power Plant,37.969722,-121.719444
CSD 2 - Heritage High,Power Plant,37.921944,-121.755556
Dartmouth Landfill,Power Plant,41.581111,-70.998056
EAFB - North Base,Power Plant,34.9325,-117.907222
EAFB - South Base,Power Plant,34.917222,-117.900278
Easton Landfill,Power Plant,42.010278,-71.092222
Ludlow Landfill,Power Plant,42.182222,-72.5075
Methuen Landfill,Power Plant,42.744722,-71.175
Plymouth Site 1,Power Plant,41.96,-70.778611
SDCCD - Miramar,Power Plant,32.906111,-117.121389
SDCWA - Twin Oaks,Power Plant,33.21,-117.170556
EDF Lancaster,Power Plant,42.529167,-71.665278
Front Range Project,Power Plant,40.029444,-105.004722
Brighton PV Solar Plant,Power Plant,39.9825,-104.940833
Freeport LP Pretreatment Facility,Power Plant,28.979167,-95.306944
XPF Solar Field,Power Plant,35.911667,-78.873333
Fair Wind,Power Plant,39.404564,-79.291143
Green Farm,Power Plant,35.831667,-77.269722
Simons Farm,Power Plant,36.306389,-76.997222
RE Mustang LLC,Power Plant,36.221667,-119.903056
Thornton PV1,Power Plant,35.395833,-77.661667
Watson Seed Farm PV1,Power Plant,36.129722,-77.721389
Bradley PV1,Power Plant,36.260556,-77.076389
Shawboro PV1,Power Plant,36.433333,-76.087222
Carter PV1,Power Plant,35.021111,-78.7875
Pecan PV1,Power Plant,34.909167,-79.829444
Langley PV1,Power Plant,35.801944,-77.848889
Mariposa Solar Center LLC,Power Plant,35.373889,-81.086944
Highland Solar Center LLC,Power Plant,35.363889,-77.451944
Elm City Solar Facility,Power Plant,35.781111,-77.846944
Bridgeport Disposal Solar Farm,Power Plant,39.7875,-75.350833
Lancaster Solar 1,Power Plant,34.715,-118.095
Avalon Solar,Power Plant,32.001389,-110.960556
Lancaster Solar 2,Power Plant,34.710556,-118.166111
Jakana Solar,Power Plant,35.875278,-77.081111
Windsor Solar,Power Plant,36.016944,-76.883056
Belmont,Power Plant,39.72,-86.193056
Bethel Solar,Power Plant,35.794328,-77.384542
Lewiston Solar,Power Plant,36.141111,-77.211111
Woodland Solar,Power Plant,36.341944,-77.221111
Williamston Solar,Power Plant,35.801111,-77.063056
Winton Solar,Power Plant,36.375,-76.938889
Franklin 1,Power Plant,42.040556,-71.393611
Franklin 2,Power Plant,42.054167,-71.391667
Marion Solar LNG,Power Plant,39.913056,-86.238056
AgriReNew,Power Plant,41.691944,-90.866389
Hesperia,Power Plant,34.435,-117.378056
"CID Solar, LLC",Power Plant,36.138056,-119.564722
Mulberry Farm LLC,Power Plant,35.131944,-88.586667
Jacobstown,Power Plant,40.063743,-74.582429
West Pemberton,Power Plant,40.006667,-74.730278
Beethoven Wind,Power Plant,43.16,-98.08
Selmer Farm LLC,Power Plant,35.149722,-88.555278
East Wayne Solar LLC,Power Plant,35.441667,-77.85
Vickers,Power Plant,35.823333,-79.080278
Soluga Farms 1,Power Plant,35.243056,-78.386944
Soluga Farms 2 LLC,Power Plant,34.500008,-78.689167
Chapman Ranch Wind I,Power Plant,27.5925,-97.500833
Univ Minnesota CHP Plant,Power Plant,44.978611,-93.240833
Sterling PV 3,Power Plant,40.6316,-103.194694
Mesa PV1,Power Plant,39.0672,-108.509139
Border Winds Wind Farm,Power Plant,48.964722,-99.613889
Pleasant Valley Wind Farm,Power Plant,43.805,-92.769722
Farmersville,Power Plant,36.19,-119.12
OCI Alamo 3 LLC,Power Plant,29.479167,-98.297222
OCI Alamo 5 LLC,Power Plant,29.216667,-99.716111
Alamo 6,Power Plant,30.993056,-102.270833
OCI Alamo 7 LLC,Power Plant,33.04,-99.5525
Clipperton Holdings LLC,Power Plant,34.966944,-78.354444
Tiburon Holdings,Power Plant,35.903333,-80.416944
Porterville 6 and 7,Power Plant,36.05,-119.02
Wildcat Point Generation Facility,Power Plant,39.719364,-76.161625
Pecan Row Landfill To Electric Facility,Power Plant,30.815,-83.3625
Passadumkeag Windpark LLC,Power Plant,45.07,-68.21
Optimum Wind 5 LLC,Power Plant,42.014,-93.518056
Optimum Wind 6 LLC,Power Plant,42.006944,-93.523611
Optimum Wind 7 LLC,Power Plant,42.028333,-93.430278
Optimum Wind 4 LLC,Power Plant,42.016389,-93.515833
Optimum Wind 3 LLC,Power Plant,42.019167,-93.513611
Leonardo Wind 1 LLC,Power Plant,42.498056,-93.367778
Venus Wind 3 LLC,Power Plant,41.741944,-92.672222
Michelangelo Wind 1 LLC,Power Plant,41.881,-93.623056
Michelangelo Wind 4 LLC,Power Plant,41.978,-93.700556
Cogeneration 2,Power Plant,32.240833,-110.948333
Arbuckle Mountain Wind Farm LLC,Power Plant,34.386944,-97.136944
Rising Tree Wind Farm II,Power Plant,35.088889,-118.206389
Rising Tree Wind Farm III,Power Plant,35.060556,-118.243333
Lone Valley Solar Park II LLC,Power Plant,34.408333,-116.8625
Windthorst-2,Power Plant,33.495278,-98.5
Eagle Springs Solar LLC,Power Plant,39.526111,-107.696111
Port Charlotte Energy LLC,Power Plant,26.790833,-81.965278
Brockelman,Power Plant,42.481389,-71.716944
Beverly,Power Plant,42.59,-70.911944
Lorenzo Wind,Power Plant,33.699167,-101.524722
Fluvanna,Power Plant,32.931944,-101.143611
Goodnight,Power Plant,35.093889,-101.326111
